q_id;q_ch;q_id_ch;language;start_hh;start_min;G1;G2;G3;G4;G5;G6;sex;age;education;nationality;nationality2;occupation;D8;finish_hh;finish_min;character_lang;data_inter;region;type_settl;settlement;Code_inter;macroregion4;urban_rural;age_6gr;WEIGHT
209;24;1;1;9;39;1;3;2;2;4;1;1;58;4;1;1;8;1;10;0;1;22;3;1;5;55;2;2;4;,762896558228
210;24;2;1;10;3;1;4;2;2;4;1;1;47;5;1;1;7;1;10;21;1;22;3;1;5;55;2;2;3;2,093312310616
211;24;3;1;10;52;1;2;1;2;4;2;2;56;6;1;1;8;2;11;15;1;22;3;1;5;55;2;2;4;,637193352674
212;24;4;1;11;21;1;2;1;2;4;2;2;42;4;1;1;2;2;11;45;1;22;3;1;5;55;2;2;3;,981027916114
213;24;5;1;12;2;1;2;2;2;4;1;2;56;4;1;1;8;1;12;32;1;22;3;1;5;55;2;2;4;,637193352674
214;24;6;1;12;38;1;3;1;1;4;1;2;46;4;1;1;2;1;12;6;1;22;3;1;5;55;2;2;3;,981027916114
215;24;7;1;13;10;1;4;1;1;4;2;1;71;5;1;1;8;1;13;53;1;22;3;1;5;55;2;2;6;1,146879531091
216;24;8;1;14;0;1;3;2;2;4;1;2;51;6;1;1;7;2;14;25;1;22;3;1;5;55;2;2;4;,637193352674
217;24;9;1;14;37;1;2;2;2;4;2;2;23;6;1;1;2;2;15;3;1;22;3;1;5;55;2;2;1;1,102856345087
218;25;1;1;11;11;6;5;5;5;4;2;2;67;4;1;1;8;3;11;43;1;22;3;1;6;64;2;2;5;,611695220891
219;25;2;1;11;46;6;5;5;4;4;3;2;32;6;1;1;2;3;12;7;1;22;3;1;6;64;2;2;2;,826899818034
220;25;3;1;12;22;5;2;2;4;4;2;1;70;8;1;1;8;3;12;55;1;22;3;1;6;64;2;2;6;1,146879531091
221;25;4;1;13;2;1;5;5;5;4;3;2;73;4;1;1;8;1;13;25;1;22;3;1;6;64;2;2;6;1,107468762898
222;25;5;1;13;7;2;2;5;1;4;3;2;48;4;1;1;2;3;13;24;1;22;3;1;6;64;2;2;3;,981027916114
223;25;6;1;13;26;6;5;2;3;4;2;1;56;6;1;1;2;4;14;11;1;23;3;1;6;64;2;2;4;,762896558228
224;25;7;2;14;20;2;2;2;2;4;3;2;32;8;1;1;7;4;14;45;1;24;3;1;6;64;2;2;2;,826899818034
225;25;8;2;15;6;1;2;1;3;4;3;2;67;8;6; ;8;3;15;30;3;23;3;1;6;64;2;2;5;,611695220891
226;25;9;2;16;0;6;1;4;4;4;3;2;38;8;12; ;3;4;16;26;3;23;3;1;6;64;2;2;2;,826899818034
227;26;1;1;10;1;1;5;5;5;5;3;2;18;5;1;1;2;3;10;22;1;23;3;1;6;64;2;2;1;1,102856345087
228;26;2;1;10;23;2;1;4;4;4;3;2;34;8;1;1;3;3;10;49;1;24;3;1;6;64;2;2;2;,826899818034
229;26;3;1;10;50;6;5;5;4;4;2;1;32;8;1;1;3;3;11;26;1;24;3;1;6;64;2;2;2;2,118034299598
230;26;4;1;11;27;6;2;1;4;4;3;2;69;8;1;1;8;1;11;50;3;24;3;1;6;64;2;2;5;,611695220891
231;26;5;1;11;51;1;2;3;3;3;3;2;75;8;1;1;8;2;12;16;1;24;3;1;6;64;2;2;6;1,107468762898
232;26;6;1;12;17;1;2;1;1;4;3;1;71;6;1;1;8;1;12;43;1;24;3;1;6;64;2;2;6;1,146879531091
233;26;7;1;12;44;1;1;3;1;4;3;2;63;8;1;1;8;2;13;7;1;24;3;1;6;64;2;2;5;,611695220891
234;26;8;1;13;8;1;1;1;1;4;2;1;25;8;1;1;6;4;13;35;1;24;3;1;6;64;2;2;1;3,34453288656
235;26;9;1;16;22;6;5;5;5;4;3;1;30;5;1;1;1;3;16;49;1;23;3;1;6;64;2;2;2;2,118034299598
236;27;1;1;12;20;1;1;3;2;4;2;1;19;4;1;2;9;2;13;11;2;20;4;6;7;5;2;1;1;1,490956194468
237;27;2;1;13;58;1;2;3;2;4;1;2;31;8;1;1;3;2;14;43;1;23;4;6;7;5;2;1;2;,779577719959
238;27;3;3;15;1;1;1;3;2;4;2;1;34;6;3;3;1;2;16;0;2;23;4;6;7;5;2;1;2;1,740943942978
239;27;4;1;16;31;1;2;5;4;4;2;2;20;8;1;1;3;3;17;17;1;23;4;6;7;5;2;1;1;1,339356702668
240;27;5;1;17;38;1;2;2;2;4;1;1;51;6;1;1;9;2;18;40;1;23;4;6;7;5;2;1;4;,993800739688
241;27;6;1;9;1;1;2;5;2;4;2;1;18;4;1;1;9;3;9;46;1;23;4;6;7;5;2;1;1;1,490956194468
242;27;7;3;11;14;1;2;3;2;4;2;2;39;8;3;4;3;2;12;10;2;23;4;6;7;5;2;1;2;,779577719959
243;27;8;1;11;5;1;1;2;2;4;1;1;20;7;1;1;3;3;11;59;1;23;4;6;7;5;2;1;1;1,490956194468
244;27;9;4;13;27;1;2;2;2;4;1;2;33;8;1;1;11;2;14;30;1;24;4;6;7;5;2;1;2;,779577719959
245;28;1;2;12;6;1;1;5;2;4;2;1;46;8;1;1;3;3;12;36;3;18;4;6;7;13;2;1;3;1,136160414565
246;28;2;1;9;52;1;1;5;3;4;4;2;60;6;1;1;8;1;10;10;1;26;4;6;7;13;2;1;5;,61129362135
247;28;3;1;10;11;3;1;1;4;4;3;1;19;3;1;1;1;2;10;56;1;26;4;6;7;13;2;1;1;1,490956194468
248;28;4;1;10;57;1;2;5;3;4;3;2;43;8;1;1;3;3;11;31;2;26;4;6;7;13;2;1;3;1,091806812636
249;28;5;1;11;35;1;2;3;4;3;4;1;39;6;1;1;4;2;12;7;1;26;4;6;7;13;2;1;2;1,740943942978
250;28;6;1;12;8;1;4;1;3;4;2;1;26;6;1;1;1;3;12;42;1;26;4;6;7;13;2;1;1;1,490956194468
251;28;7;1;12;45;4;1;4;4;4;4;2;23;8;1;1;2;3;13;11;1;26;4;6;7;13;2;1;1;1,339356702668
252;28;8;1;13;11;1;2;2;3;4;3;1;80;8;2;4;8;1;13;54;3;26;4;6;7;13;2;1;6;,93210457848
253;28;9;1;13;55;1;1;4;4;4;4;1;75;6;1;1;8;1;14;18;1;26;4;6;7;13;2;1;6;,93210457848
254;29;1;4;14;36;3;2;1;3;4;2;1;54;6;1;3;4;3;15;4;2;19;4;6;7;11;2;1;4;,993800739688
255;29;2;2;15;22;1;3;3;4;4;1;1;20;7;1;3;9;3;15;35;3;19;4;6;7;11;2;1;1;1,490956194468
256;29;3;4;15;37;4;4;4;3;4;1;2;39;8;1;3;4;4;16;9;2;19;4;6;7;11;2;1;2;,779577719959
257;29;4;4;12;21;1;1;2;2;4;2;1;43;6;1;3;5;3;12;46;2;21;4;6;7;11;2;1;3;1,136160414565
258;29;5;2;13;4;1;2;2;3;4;1;1;48;7;1;1;4;4;13;38;3;22;4;6;7;11;2;1;3;1,136160414565
259;29;6;1;13;41;1;1;1;1;4;2;2;40;8;1;1;3;4;13;40;1;22;4;6;7;11;2;1;3;1,091806812636
260;29;7;1;14;5;1;4;3;4;1; ;2;73;2;1;1;8;1;14;21;1;22;4;6;7;11;2;1;6;,640689005197
261;29;8;2;14;32;1;3;3;3;4;2;1;52;6;1;3;4;2;15;1;3;22;4;6;7;11;2;1;4;,993800739688
262;29;9;2;15;2;1;1;2;1;4;1;2;51;3;1;1;7;4;15;15;3;22;4;6;7;11;2;1;4;,992483714406
263;30;1;1;11;9;1;2;3;3;4;2;2;33;6;1;1;2;2;11;35;1;22;4;6;7;8;2;1;2;,779577719959
264;30;2;4;11;45;6;2;5;2;4;3;2;28;8;1;1;3;2;12;9;1;24;4;6;7;8;2;1;1;1,339356702668
265;30;3;1;12;11;1;5;5;3;4;2;2;60;7;1;1;3;2;12;40;1;24;4;6;7;8;2;1;5;,61129362135
266;30;4;1;12;55;1;5;1;2;4;2;1;39;6;1;1;1;3;13;7;1;24;4;6;7;8;2;1;2;1,740943942978
267;30;5;1;13;16;1;3;2;3;4;3;2;63;6;1;1;8;1;13;34;1;24;4;6;7;8;2;1;5;,61129362135
268;30;6;1;13;35;2;2;3;3;4;3;1;51;6;1;1;1;2;13;57;1;24;4;6;7;8;2;1;4;,993800739688
269;30;7;3;14;10;6;2;5;3;4;3;2;40;8;1;1;7;2;14;31;1;24;4;6;7;8;2;1;3;1,091806812636
270;30;8;5;14;40;2;2;3;3;4;3;2;55;8;1;1;3;2;14;55;3;24;4;6;7;8;2;1;4;,992483714406
271;30;9;1;15;37;1;2;5;5;4;2;1;27;8;1;1;1;2;16;6;1;24;4;6;7;8;2;1;1;1,490956194468
272;31;1;1;9;42;4;2;1;1;4;3;1;62;8;1;1;3;2;10;27;1;21;4;4;8;13;2;1;5;1,078727440585
273;31;2;1;10;33;1;2;3;3;4;3;1;38;3;1;1;1;2;10;54;1;21;4;4;8;13;2;1;2;1,740943942978
274;31;3;1;10;54;4;1;4;4;2; ;2;18;2;1;1;9;3;11;33;1;21;4;4;8;13;2;1;1;1,339356702668
275;31;4;1;11;34;1;5;3;4;4;2;1;55;6;1;1;4;2;12;14;1;21;4;4;8;13;2;1;4;,993800739688
276;31;5;2;12;15;1;1;3;4;3;4;2;66;6;2;3;8;1;12;50;3;21;4;4;8;13;2;1;5;,61129362135
277;31;6;1;12;51;1;3;2;1;4;2;1;49;6;1;1;10;2;13;14;1;21;4;4;8;13;2;1;3;1,136160414565
278;31;7;1;13;15;1;2;4;4;4;4;2;84;8;1;1;8;2;13;54;1;21;4;4;8;13;2;1;6;,640689005197
279;31;8;1;13;56;3;1;3;1;4;4;2;59;6;1;1;8;1;14;25;1;21;4;4;8;13;2;1;4;,992483714406
280;31;9;1;14;26;1;2;3;3;4;3;2;30;5;1;1;7;2;15;5;1;21;4;4;8;13;2;1;2;,779577719959
281;32;1;1;10;9;1;2;5;1;4;3;2;71;2;1;1;8;2;12;2;1;23;4;1;9;12;2;2;6;1,107468762898
282;32;2;1;10;11;1;2;1;2;4;3;2;33;4;1;1;7;2;11;57;1;23;4;1;9;15;2;2;2;,826899818034
283;32;3;1;12;17;1;5;5;2;4;2;2;51;6;1;1;2;2;12;33;1;23;4;1;9;12;2;2;4;,637193352674
284;32;4;1;12;17;1;2;5;1;4;3;2;20;6;1;1;2;3;12;27;1;23;4;1;9;15;2;2;1;1,102856345087
285;32;5;1;12;30;1;5;1;1;4;2;1;23;8;1;1;1;3;12;46;1;23;4;1;9;15;2;2;1;3,34453288656
286;32;6;1;12;37;1;2;1;1;4;2;1;57;4;1;1;10;2;12;47;1;23;4;1;9;12;2;2;4;,762896558228
287;32;7;1;12;56;1;5;2;1;4;1;1;55;4;1;1;10;2;13;20;1;23;4;1;9;12;2;2;4;,762896558228
288;32;8;1;12;56;1;3;5;1;4;4;2;74;4;1;1;8;2;13;15;1;23;4;1;9;15;2;2;6;1,107468762898
289;32;9;1;13;21;1;5;1;1;4;1;1;79;8;1;1;8;3;13;32;1;23;4;1;9;12;2;2;6;1,146879531091
290;33;1;1;12;28;1;3;1;2;4;3;2;47;5;1;1;7;2;12;50;1;18;4;1;9;12;2;2;3;,981027916114
291;33;2;1;12;30;1;5;2;2;4;3;2;69;6;1;1;8;2;12;51;1;18;4;1;9;15;2;2;5;,611695220891
292;33;3;1;13;0;1;4;2;2;4;3;2;64;4;1;1;8;2;13;20;1;18;4;1;9;15;2;2;5;,611695220891
293;33;4;1;13;0;5;3;2;1;4;2;2;57;4;1;1;7;2;13;14;1;18;4;1;9;12;2;2;4;,637193352674
294;33;5;1;13;29;1;3;5;2;4;3;1;80;2;1;1;8;2;13;43;1;18;4;1;9;15;2;2;6;1,146879531091
295;33;6;1;13;28;1;5;2;1;4;1;1;57;4;1;1;1;2;13;39;1;18;4;1;9;12;2;2;4;,762896558228
296;33;7;1;13;49;1;5;1;1;4;2;2;59;4;1;1;8;2;14;5;1;18;4;1;9;12;2;2;4;,637193352674
297;33;8;1;13;49;1;3;5;1;3;4;2;67;4;1;1;8;2;13;58;1;18;4;1;9;15;2;2;5;,611695220891
298;33;9;1;11;20;1;2;2;1;4;3;1;54;4;1;1;7;2;11;53;1;26;4;1;9;15;2;2;4;,762896558228
299;34;1;1;14;16;1;2;5;3;4;3;2;63;4;1;1;8;2;14;30;1;18;4;1;9;12;2;2;5;,611695220891
300;34;2;1;14;37;1;2;3;2;4;2;2;41;6;1;1;2;3;14;49;1;18;4;1;9;12;2;2;3;,981027916114
301;34;3;1;14;17;1;5;5;1;4;3;2;44;6;1;1;2;3;14;32;1;18;4;1;9;15;2;2;3;,981027916114
302;34;4;1;14;37;1;3;2;2;4;4;2;66;4;1;1;8;2;14;47;1;18;4;1;9;15;2;2;5;,611695220891
303;34;5;1;14;59;1;2;3;2;4;3;2;52;4;1;1;10;2;15;14;1;18;4;1;9;12;2;2;4;,637193352674
304;34;6;1;14;59;1;3;2;1;4;3;2;71;2;1;1;8;2;15;12;1;18;4;1;9;15;2;2;6;1,107468762898
305;34;7;1;15;20;1;3;1;1;4;3;2;25;4;1;1;1;2;15;33;1;18;4;1;9;12;2;2;1;1,102856345087
306;34;8;1;15;20;1;5;2;1;3;4;2;69;2;1;1;8;1;15;34;1;18;4;1;9;15;2;2;5;,611695220891
307;34;9;1;11;56;1;2;5;2;4;2;2;58;4;1;1;7;2;12;16;1;26;4;1;9;15;2;2;4;,637193352674
308;35;1;1;11;36;1;5;1;1;4;3;2;71;2;1;1;8;2;11;55;1;20;4;1;10;12;2;2;6;1,107468762898
309;35;2;1;11;39;1;3;5;1;4;3;2;83;2;1;1;8;2;11;55;1;21;4;1;10;15;2;2;6;1,107468762898
310;35;3;1;12;2;5;2;3;5;4;3;1;63;4;1;1;8;2;12;19;1;21;4;1;10;12;2;2;5;1,152382296503
311;35;4;1;12;3;1;3;2;2;4;3;2;35;4;1;1;7;2;12;14;1;21;4;1;10;15;2;2;2;,826899818034
312;35;5;1;12;30;1;3;5;2;4;3;1;69;4;1;1;8;2;12;49;1;21;4;1;10;15;2;2;5;1,152382296503
313;35;6;1;12;27;1;2;2;2;4;2;2;59;8;10; ;8;2;12;41;1;21;4;1;10;12;2;2;4;,637193352674
314;35;7;1;12;51;1;2;2;2;4;3;2;79;2;1;1;8;2;13;16;1;21;4;1;10;15;2;2;6;1,107468762898
315;35;8;1;12;49;1;2;5;5;3;3;2;49;4;1;1;10;2;13;3;1;21;4;1;10;12;2;2;3;,981027916114
316;35;9;1;13;9;1;3;1;1;4;2;1;56;8;1;1;5;3;13;26;1;21;4;1;10;12;2;2;4;,762896558228
317;36;1;1;9;3;1;4;2;2;4;2;1;37;8;1;2;1;2;10;56;1;21;4;1;10;11;2;2;2;2,118034299598
318;36;2;1;10;59;1;4;1;1;4;2;2;43;6;1;1;4;2;11;14;1;21;4;1;10;11;2;2;3;,981027916114
319;36;3;1;11;15;1;2;2;2;4;2;2;33;6;1;1;1;2;11;39;1;21;4;1;10;11;2;2;2;,826899818034
320;36;4;1;11;40;1;2;1;1;4;1;2;42;4;1;1;1;2;11;48;1;21;4;1;10;11;2;2;3;,981027916114
321;36;5;1;11;50;1;2;2;2;4;1;2;57;3;1;1;5;2;12;0;1;21;4;1;10;11;2;2;4;,637193352674
322;36;6;1;12;2;1;3;3;3;4;1;2;35;6;1;1;7;2;12;12;1;21;4;1;10;11;2;2;2;,826899818034
323;36;7;1;12;12;1;1;3;3;4;1;2;32;6;1;2;7;3;12;24;1;21;4;1;10;11;2;2;2;,826899818034
324;36;8;1;12;25;1;4;3;4;4;1;2;54;2;1;1;7;2;12;33;1;21;4;1;10;11;2;2;4;,637193352674
325;36;9;1;12;36;1;1;2;4;4;1;2;64;2;1;2;8;1;12;47;1;21;4;1;10;11;2;2;5;,611695220891
326;37;1;1;8;41;1;1;4;5;4;1;2;50;6;1;1;97;2;9;43;1;23;5;6;11;2;1;1;4;1,144881201924
327;37;2;1;10;7;2;2;4;2;4;2;1;55;8;1;1;4;3;10;53;1;23;5;6;11;2;1;1;4;1,353781745243
328;37;3;1;11;0;1;1;5;5;4;3;2;42;8;1;1;3;2;10;41;1;23;5;6;11;2;1;1;3;,848442956803
329;37;4;1;11;59;1;2;3;2;4;5;1;48;6;1;1;1;2;12;44;1;23;5;6;11;2;1;1;3;1,405156437568
330;37;5;1;12;58;1;1;5;5;4;5;2;66;5;1;1;8;2;13;37;1;23;5;6;11;2;1;1;5;,781024374402
331;37;6;1;13;49;1;1;5;2;4;5;1;31;8;1;1;3;3;14;26;1;23;5;6;11;2;1;1;2;,89058277919
332;37;7;1;14;43;1;1;4;5;4;2;1;34;6;1;1;5;2;15;20;1;23;5;6;11;2;1;1;2;,89058277919
333;37;8;1;15;49;1;2;3;3;4;1;2;39;6;1;1;4;2;16;23;1;23;5;6;11;2;1;1;2;,801907496276
334;37;9;1;17;0;1;1;5;5;4;5;1;74;6;1;1;8;2;17;37;1;23;5;6;11;2;1;1;6;,674438788712
335;38;1;1;9;11;1;1;3;3;4;3;2;48;6;1;1;1;3;10;2;1;24;5;6;11;5;1;1;3;,848442956803
336;38;2;1;10;19;1;2;3;3;3;3;1;18;4;1;1;9;3;11;7;1;24;5;6;11;5;1;1;1;1,398100013477
337;38;3;1;11;23;1;2;3;3;4;3;1;19;4;1;1;1;3;12;16;1;24;5;6;11;5;1;1;1;1,398100013477
338;38;4;1;12;40;1;2;5;5;4;3;2;54;6;1;1;1;3;13;33;1;24;5;6;11;5;1;1;4;1,144881201924
339;38;5;1;13;58;1;2;5;5;4;3;2;49;8;1;1;4;3;14;2;1;24;5;6;11;5;1;1;3;,848442956803
340;38;6;1;14;21;1;2;5;5;4;3;1;23;6;1;1;1;3;15;7;1;24;5;6;11;5;1;1;1;1,398100013477
341;38;7;1;15;15;1;1;4;3;4;3;2;28;6;1;1;1;3;16;12;1;24;5;6;11;5;1;1;1;1,076641267956
342;38;8;1;16;21;1;2;5;5;4;3;1;25;5;1;1;1;3;17;10;1;24;5;6;11;5;1;1;1;1,398100013477
343;38;9;1;17;23;1;1;5;5;4;3;1;58;6;1;1;1;3;18;6;1;24;5;6;11;5;1;1;4;1,353781745243
344;39;1;1;9;19;1;2;3;1;3;3;2;44;5;1;1;1;2;9;58;1;25;5;5;12;2;1;1;3;,848442956803
345;39;2;1;10;15;1;5;3;2;4;1;1;64;6;1;1;8;2;10;43;1;25;5;5;12;2;1;1;5;,993330711283
346;39;3;1;11;37;1;1;3;3;4;2;1;28;7;1;1;2;3;12;1;1;25;5;5;12;2;1;1;1;1,398100013477
347;39;4;1;12;10;1;5;3;3;4;3;1;51;6;1;1;1;2;12;45;1;25;5;5;12;2;1;1;4;1,353781745243
348;39;5;1;13;13;1;1;4;2;4;2;2;58;8;1;1;1;2;13;50;1;25;5;5;12;2;1;1;4;1,144881201924
349;39;6;1;14;9;1;5;3;2;4;2;2;78;4;1;1;8;1;14;42;1;25;5;5;12;2;1;1;6;,575247062337
350;39;7;1;15;23;1;5;5;5;5;5;2;28;8;1;1;3;2;15;59;1;25;5;5;12;2;1;1;1;1,076641267956
351;39;8;1;16;12;1;2;3;5;4;3;1;46;6;1;1;6;2;16;51;1;25;5;5;12;2;1;1;3;1,405156437568
352;39;9;1;17;13;1;2;3;5;4;2;2;28;8;1;1;3;2;17;45;1;25;5;5;12;2;1;1;1;1,076641267956
353;40;1;1;8;45;1;1;5;5;4;3;1;62;5;1;1;8;2;9;9;1;26;5;1;13;2;1;2;5;,673853362753
354;40;2;1;9;22;1;1;4;5;4;5;1;36;6;1;1;1;3;9;53;1;22;5;1;13;2;1;2;2;1,173123968762
355;40;3;1;10;11;1;1;4;5;3;5;2;85;3;1;1;8;1;10;49;1;22;5;1;13;2;1;2;6;1,116828724712
356;40;4;1;10;57;1;5;5;5;4;1;1;45;6;1;1;1;2;11;33;1;22;5;1;13;2;1;2;3;1,058721537333
357;40;5;1;11;48;1;1;4;4;3;5;2;28;7;1;1;9;8;12;20;1;22;5;1;13;2;1;2;1;1,106602080468
358;40;6;1;13;6;1;2;3;3;4;3;2;62;6;1;1;8;2;13;39;1;22;5;1;13;2;1;2;5;,73099874223
359;40;7;1;13;57;1;2;5;5;5;5;2;47;6;1;1;7;2;14;36;1;22;5;1;13;2;1;2;3;,751542930773
360;40;8;1;15;24;1;1;3;3;4;5;1;68;5;1;1;8;2;15;54;1;22;5;1;13;2;1;2;5;,673853362753
361;40;9;1;16;10;1;1;3;3;4;2;1;46;6;1;1;1;2;16;45;1;22;5;1;13;2;1;2;3;1,058721537333
362;41;1;1;9;17;5;2;5;5;4;3;2;54;6;1;1;7;3;10;10;1;22;5;1;13;5;1;2;4;,586216236375
363;41;2;1;10;16;1;2;3;3;4;3;2;34;6;1;1;1;3;11;7;1;22;5;1;13;5;1;2;2;,74619633505
364;41;3;1;11;21;5;2;5;5;4;3;1;29;5;1;1;1;3;12;2;1;22;5;1;13;5;1;2;1;3,2411843871
365;41;4;1;12;29;1;2;3;5;3;3;1;58;8;1;1;3;3;13;9;1;22;5;1;13;5;1;2;4;,70609997148
366;41;5;1;13;31;1;5;5;5;4;3;2;44;6;1;1;2;3;14;26;1;22;5;1;13;5;1;2;3;,751542930773
367;41;6;1;14;52;1;2;5;5;4;3;2;33;6;1;1;7;3;15;49;1;22;5;1;13;5;1;2;2;,74619633505
368;41;7;1;16;2;5;2;5;5;4;3;2;33;6;1;1;2;3;16;56;1;22;5;1;13;5;1;2;2;,74619633505
369;41;8;1;17;14;5;2;5;5;4;3;2;44;6;1;1;1;3;18;3;1;22;5;1;13;5;1;2;3;,751542930773
370;41;9;1;18;15;1;2;5;5;4;3;2;64;4;1;1;8;3;19;5;1;22;5;1;13;5;1;2;5;,73099874223
371;42;1;1;8;25;1;5;5;1;4;1;2;57;6;1;1;1;2;9;0;1;24;5;1;14;2;1;2;4;,586216236375
372;42;2;1;9;17;1;3;2;2;4;3;1;28;6;1;1;1;2;9;50;1;24;5;1;14;2;1;2;1;3,2411843871
373;42;3;1;10;20;1;1;5;5;4;2;2;32;5;1;1;11;2;10;52;1;24;5;1;14;2;1;2;2;,74619633505
374;42;4;1;11;6;1;2;3;3;4;2;1;38;5;1;1;4;2;11;41;1;24;5;1;14;2;1;2;2;1,173123968762
375;42;5;1;11;59;1;2;5;5;4;2;2;34;5;1;1;11;3;12;27;1;24;5;1;14;2;1;2;2;,74619633505
376;42;6;1;12;41;1;1;4;2;4;3;1;50;6;1;1;1;2;13;16;1;24;5;1;14;2;1;2;4;,70609997148
377;42;7;1;14;10;1;5;4;3;3;3;1;42;8;1;1;6;2;14;58;1;24;5;1;14;2;1;2;3;1,058721537333
378;42;8;1;16;10;1;5;5;5;4;5;1;85;3;1;1;8;2;17;0;1;24;5;1;14;2;1;2;6;1,267017892618
379;42;9;1;17;11;1;5;5;5;4;2;2;34;6;1;1;1;2;17;54;1;24;5;1;14;2;1;2;2;,74619633505
380;43;1;5;12;57;2;2;3;3;3;3;2;61;6;1;1;8;3;13;21;3;23;6;7;15;101;3;1;5;,748899987582
381;43;2;5;13;28;2;2;3;3;4;1;1;45;8;12; ;3;3;13;50;3;23;6;7;15;101;3;1;3;1,804031019627
382;43;3;2;14;47;2;2;3;3;4;1;2;69;8;1;1;8;2;15;18;3;23;6;7;15;101;3;1;5;,748899987582
383;43;4;2;15;41;2;2;3;3;4;3;2;68;5;1;1;8;2;16;1;3;23;6;7;15;101;3;1;5;,748899987582
384;43;5;5;16;14;2;2;2;3;4;2;2;60;8;1;1;10;2;16;31;3;23;6;7;15;101;3;1;5;,748899987582
385;43;6;2;17;2;2;2;2;3;4;3;2;31;8;1;1;2;3;17;18;3;23;6;7;15;101;3;1;2;,681061792601
386;43;7;5;17;29;1;4;2;3;4;1;1;35;8;1;1;5;3;17;45;3;23;6;7;15;101;3;1;2;1,50468764701
387;43;8;5;18;2;4;1;4;3;3;3;2;30;8;1;1;3;4;18;16;3;23;6;7;15;101;3;1;2;,681061792601
388;43;9;5;18;50;1;3;1;3;4;1;2;59;5;2;5;10;1;20;14;3;23;6;7;15;101;3;1;4;,740899516417
389;44;1;2;17;6;1;1;1;1;1; ;2;74;6;3;2;8;2;17;31;3;23;6;7;15;102;3;1;6;,810822766769
390;44;2;5;19;13;1;2;3;3;2; ;2;44;6;1;1;2;2;19;31;3;23;6;7;15;102;3;1;3;,917512875645
391;44;3;2;10;42;1;2;3;3;2; ;2;75;6;3;2;8;1;11;7;3;24;6;7;15;102;3;1;6;,810822766769
392;44;4;5;11;15;2;1;3;3;4;3;2;35;4;2;2;1;2;11;38;3;24;6;7;15;102;3;1;2;,681061792601
393;44;5;2;11;42;1;2;3;3;2; ;2;69;6;1;1;8;1;12;5;2;24;6;7;15;102;3;1;5;,748899987582
394;44;6;3;12;26;2;2;3;4;4;2;2;57;4;2;2;1;1;13;4;2;24;6;7;15;102;3;1;4;,740899516417
395;44;7;2;13;9;2;2;4;4;3;2;2;50;8;3;2;3;2;13;25;3;24;6;7;15;102;3;1;4;,740899516417
396;44;8;2;13;29;2;2;3;3;3;2;2;54;4;2;3;2;2;13;39;2;24;6;7;15;102;3;1;4;,740899516417
397;44;9;2;13;56;2;2;3;3;3;3;2;54;6;2;3;2;2;14;12;3;24;6;7;15;102;3;1;4;,740899516417
398;45;1;2;7;59;6;1;4;4;4;4;2;76;6;3;1;8;1;8;20;3;24;6;7;15;1;3;1;6;,810822766769
399;45;2;1;8;24;6;5;4;5;4;3;2;44;8;1;1;3;2;8;40;1;24;6;7;15;1;3;1;3;,917512875645
400;45;3;2;8;45;6;1;4;4;4;3;2;32;6;1;1;7;1;9;4;3;24;6;7;15;1;3;1;2;,681061792601
401;45;4;2;9;8;6;5;4;4;4;4;2;39;6;1;1;7;2;9;22;3;24;6;7;15;1;3;1;2;,681061792601
402;45;5;2;9;29;1;1;4;4;4;4;2;70;6;1;1;8;1;9;54;3;24;6;7;15;1;3;1;6;,810822766769
403;45;6;2;10;0;6;2;4;4;4;4;2;85;6;1;1;8;2;10;20;3;24;6;7;15;1;3;1;6;,810822766769
404;45;7;2;10;48;6;1;4;4;4;2;1;51;6;1;1;3;2;11;3;3;24;6;7;15;1;3;1;4;1,112457661095
405;45;8;2;11;7;2;1;4;4;1; ;2;32;8;1;1;3;4;11;42;3;24;6;7;15;1;3;1;2;,681061792601
406;45;9;2;11;0;2;1;4;4;4;3;2;34;6;1;1;2;2;12;6;3;24;6;7;15;1;3;1;2;,681061792601
407;46;1;2;12;56;1;1;4;4;4;3;2;67;6;1;1;8;1;13;14;3;24;6;7;15;1;3;1;5;,748899987582
408;46;2;2;13;16;6;1;5;4;4;3;2;72;6;1;1;8;2;13;33;3;24;6;7;15;1;3;1;6;,810822766769
409;46;3;2;13;35;6;1;4;4;4;2;1;46;6;1;1;1;2;13;51;3;24;6;7;15;1;3;1;3;1,804031019627
410;46;4;2;14;10;1;5;4;4;4;4;2;81;6;2;5;8;1;14;37;3;24;6;7;15;1;3;1;6;,810822766769
411;46;5;2;15;7;6;1;4;4;4;3;1;62;6;1;1;3;2;15;27;3;24;6;7;15;1;3;1;5;,6777173524
412;46;6;2;13;28;6;5;5;5;4;4;1;60;6;1;1;3;3;13;44;3;25;6;7;15;1;3;1;5;,6777173524
413;46;7;2;13;53;2;1;4;4;4;3;1;24;8;1;1;9;1;14;18;3;25;6;7;15;1;3;1;1;2,794449276352
414;46;8;2;14;22;2;2;5;4;4;3;2;29;8;1;1;7;3;14;45;3;25;6;7;15;1;3;1;1;1,456597897983
415;46;9;2;15;1;6;1;4;4;4;3;2;52;6;1;1;2;3;15;45;3;25;6;7;15;1;3;1;4;,740899516417
416;47;1;2;15;15;6;5;5;5;4;4;2;70;6;1;1;8;3;15;41;3;17;6;7;15;1;3;1;6;,810822766769
